movieId,tag
111364,Creature Feature
118784,documentary
118784,music industry
118784,remix culture
127172,film history
127172,poetic
127172,representation of children
364,Disney
364,Disney animated feature
364,Oscar (Best Music - Original Score)
1288,music
1923,Ben Stiller
2616,comic book
3481,music
3897,music
8641,awesome
51255,british comedy
1,pixar
153,superhero
552,knights
1246,highschool
32587,cult
33660,boksdrama
34162,stiller
36529,wapendrama
38798,sisters
2146,post-college
37384,restaurant
40955,transvestite
44889,satire
61323,dark comedy
39,chick flick
39,funny
39,Paul Rudd
39,quotable
39,seen more than once
1059,Amazing Cinematography
1059,Leonardo DiCaprio
1059,shakespeare
1059,updated classics
2762,Atmospheric
2762,Bruce Willis
2762,ghosts
2762,imdb top 250
2762,mindfuck
4370,android(s)/cyborg(s)
4370,artificial intelligence
4370,Bittersweet
4370,Steven Spielberg
5464,cinematography
5464,Tom Hanks
7078,Bette Davis
7078,Oscar (Best Actress)
7444,Mark Ruffalo
7451,clever
7451,High School
7451,lesbian subtext
48516,Leonardo DiCaprio
48516,suspense
48516,twist ending
48516,undercover cop
54997,Christian Bale
55290,Casey Affleck
55290,great performances
55290,twist
91500,ending
91529,Anne Hathaway
91529,Christian Bale
91529,Christopher Nolan
91529,comic book
91529,great ending
98961,Afghanistan
98961,American propaganda
98961,assassination
98961,military
98961,terrorism
32,time travel
47,mystery
47,twist ending
50,mindfuck
50,suspense
50,thriller
50,tricky
50,twist ending
147,addiction
147,heroin
147,Leonardo DiCaprio
147,Mark Wahlberg
175,controversial
175,New York City
175,Nudity (Full Frontal)
223,cynical
223,hilarious
223,independent film
223,quirky
223,witty
288,brutality
288,controversial
288,dark comedy
288,psychedelic
288,satire
296,cult film
296,drugs
364,soundtrack
527,thought-provoking
541,sci-fi
589,apocalypse
589,Arnold Schwarzenegger
589,nuclear war
589,sci-fi
589,Suspense
608,based on a true story
608,dark comedy
608,KIDNAPPING
608,Steve Buscemi
628,edward norton
628,psychology
628,suspense
628,thought-provoking
628,twist ending
1089,ensemble cast
1089,nonlinear
1089,Quentin Tarantino
1089,stylized
1120,freedom of expression
1136,british comedy
1136,Monty Python
1193,emotional
1193,jack nicholson
1198,adventure
1198,archaeology
1198,indiana jones
1198,Steven Spielberg
1198,treasure hunt
1200,action
1200,aliens
1200,horror
1200,sci-fi
1200,space
1219,Alfred Hitchcock
1219,psychology
1219,suspenseful
1219,tense
1240,Action
1240,artificial intelligence
1240,robots
1240,Sci-Fi
1240,special effects
1258,atmospheric
1258,disturbing
1258,Horror
1258,jack nicholson
1258,masterpiece
1343,horror
1343,Juliette Lewis
1343,Martin Scorsese
1343,Robert De Niro
1625,mindfuck
1625,Mystery
1625,plot twist
1625,psychological
1625,suspense
1704,inspirational
1921,hallucinatory
1921,mental illness
1921,mindfuck
1921,paranoid
1923,Ben Stiller
1923,crude humor
1923,goofy
2160,Atmospheric
2160,creepy
2160,paranoia
2160,scary
2160,suspense
2296,SNL
2329,thought-provoking
2505,Nicolas Cage
2571,martial arts
2571,sci-fi
2700,adult humor
2700,controversial
2700,crude humor
2700,free speech
2700,parody
2959,dark comedy
2959,psychology
2959,thought-provoking
2959,twist ending
3176,based on a book
3176,creepy
3176,disturbing
3176,Jude Law
3176,murder
3186,asylum
3186,based on a true story
3186,Brittany Murphy
3186,Mental Hospital
3186,psychology
3499,claustrophobic
3499,horror
3499,scary
3499,stephen king
3499,suspenseful
3527,aliens
3527,sci-fi
3527,scifi cult
3911,satire
3948,comedy
3948,Robert De Niro
4262,Al Pacino
4816,ben stiller
4816,comedy
4816,David Bowie
4816,goofy
4816,mindless one liners
4993,fantasy
4993,high fantasy
4993,Magic
4993,mythology
4993,tolkien
5291,black and white
5291,samurai
6016,multiple storylines
6016,true story
6188,comedy
6188,Will Ferrell
6290,Rob Zombie
7361,jim carrey
8950,Christian Bale
8950,creepy
8950,powerful ending
8950,psychology
8950,schizophrenia
27020,drugs
27020,lesbian
30825,Ben Stiller
30825,Robert De Niro
34323,Rob Zombie
40278,Jake Gyllenhaal
40278,Modern war
53127,based on a play
53127,conspiracy theory
53127,creepy
53127,Insanity
53127,paranoia
66097,claymation
66097,creepy
66097,dark
66097,dark fairy tale
66097,Surreal
68157,black comedy
68157,Brad Pitt
68157,Christoph Waltz
68157,Quentin Tarantino
68157,satire
74458,insanity
74458,Leonardo DiCaprio
74458,Martin Scorsese
74458,plot twist
74458,psychological
79132,action
79132,alternate reality
79132,Leonardo DiCaprio
79132,sci-fi
79132,thought-provoking
81562,stranded
81591,alter ego
81591,atmospheric
81591,creepy
81591,horror
81591,obsession
102903,illusions
102903,overcomplicated
102903,predictable
102903,stupid ending
104879,absorbing
104879,acting
104879,atmospheric
104879,Hugh Jackman
104879,Jake Gyllenhaal
106100,Jared Leto
106100,social commentary
106100,uplifting
106489,fantasy
106489,Tolkien
106489,too long
109487,Christopher Nolan
109487,sci-fi
112515,atmospheric
112515,dark
112515,Metaphorical
112515,psychological
112556,annoying
112556,Stupid ending
750,dark comedy
2959,dark comedy
58559,psychology
58559,superhero
5952,Myth
98809,Action
98809,Myth
152711,Cambodia
152711,crime
152711,human rights
152711,murder
152711,procedural
1,pixar
2,game
5,pregnancy
5,remake
7,remake
11,politics
11,president
14,politics
14,president
16,Mafia
17,Jane Austen
21,Hollywood
22,serial killer
25,alcoholism
26,Shakespeare
28,In Netflix queue
28,Jane Austen
29,kidnapping
31,high school
31,teacher
32,time travel
34,Animal movie
34,pigs
36,death penalty
36,Nun
38,twins
40,In Netflix queue
40,South Africa
41,Shakespeare
43,England
45,Journalism
46,wedding
47,serial killer
52,adoption
52,prostitution
58,writing
62,music
92,Jekyll and Hyde
96,theater
101,crime
104,golf
107,muppets
111,assassination
116,Holocaust
122,dating
140,journalism
150,moon
150,NASA
150,space
153,superhero
160,Michael Crichton
161,submarine
162,In Netflix queue
185,computers
199,Made me cry
215,generation X
216,school
222,Ireland
224,mental illness
224,psychology
230,Stephen King
232,In Netflix queue
235,movie business
237,basketball
237,France
237,infertility
246,basketball
247,Australia
249,Beethoven
252,Einstein
257,court
261,Louisa May Alcott
262,England
262,Girl Power
262,India
272,England
272,mental illness
277,Christmas
279,In Netflix queue
280,prison
282,disability
282,twins
290,In Netflix queue
293,hit men
300,TV
307,Death
308,marriage
316,time travel
317,Christmas
318,prison
318,Stephen King
318,wrongful imprisonment
326,In Netflix queue
329,Enterprise
337,mental illness
338,serial killer
339,coma
342,Australia
342,weddings
345,cross dressing
345,men in drag
345,remade
349,Tom Clancy
350,John Grisham
351,interracial romance
356,shrimp
356,Vietnam
357,wedding
361,gambling
363,Holocaust
363,In Netflix queue
364,Disney
371,journalism
377,bus
380,spies
381,alcoholism
412,Edith Wharton
421,horses
425,mental illness
425,Oscar (Best Actress)
440,President
454,John Grisham
457,based on a TV show
471,hula hoop
474,assassination
475,Ireland
477,biopic
480,Dinosaur
488,Japan
488,sexuality
497,Shakespeare
500,cross dressing
500,divorce
500,men in drag
508,AIDs
513,radio
513,show business
515,Butler
515,Housekeeper
516,military
522,Australia
522,racism
522,violence
524,football
527,Holocaust
529,chess
531,In Netflix queue
534,C.S. Lewis
535,large cast
538,race
539,Empire State Building
541,robots
543,beat poetry
551,Christmas
551,Halloween
556,politics
562,adolescence
586,christmas
587,overrated
588,Disney
590,American Indians
590,Native Americans
592,superhero
593,Hannibal Lector
594,Disney
595,Disney
596,Disney
597,prostitution
608,Coen Brothers
616,Disney
638,babies
647,Gulf War
648,based on a TV show
668,India
670,India
671,spoof
673,Bugs Bunny
708,Veterinarian
720,Aardman
728,In Netflix queue
733,Alcatraz
736,Disaster
745,Aardman
748,aliens
750,Atomic bomb
778,drug abuse
780,aliens
800,In Netflix queue
805,John Grisham
818,based on a TV show
830,adultery
832,kidnapping
838,Jane Austen
852,golf
858,Mafia
892,Shakespeare
898,divorce
899,movie business
900,France
902,Capote
903,falling
904,voyeurism
905,Screwball
906,Brooch
907,divorce
908,Mount Rushmore
909,adultery
910,men in drag
911,heist
912,start of a beautiful friendship
913,statue
914,George Bernard Shaw
915,rich guy - poor girl
916,Italy
916,royalty
918,1900s
919,Dorothy
919,Toto
920,Civil War
921,television
922,movies
923,Rosebud
924,Hal
924,space
926,Hollywood
927,divorce
928,Mrs. DeWinter
929,Europe
929,journalism
929,war
930,assassination
931,amnesia
934,wedding
936,Cold War
936,Russia
938,prostitution
940,swashbuckler
941,swashbuckler
943,ghosts
944,Shangri-La
945,Astaire and Rogers
947,butler
947,homeless
947,screwball
948,oil
950,Nick and Nora Charles
951,Screwball
952,race
953,Christmas
954,Politics
955,leopard
955,screwball
956,adoption
965,fugitive
968,zombies
969,missionary
970,crime
971,Tennessee Williams
973,journalism
976,Hemingway
986,Animal movie
991,Ireland
994,food
1006,death penalty
1006,John Grisham
1010,Disney
1010,race
1013,twins
1022,Disney
1025,Disney
1025,King Arthur
1028,Disney
1028,nanny
1029,Disney
1030,Disney
1032,Disney
1033,Disney
1035,Rogers and Hammerstein
1041,In Netflix queue
1042,Music
1059,Shakespeare
1066,Astaire and Rogers
1068,anti-Semitism
1079,fish
1080,Bible
1080,parody
1080,religion
1081,cross dressing
1082,politics
1084,1920s
1084,gangsters
1088,dance
1088,music
1089,heist
1090,Vietnam
1093,1960s
1093,Jim Morrison
1093,music
1096,Holocaust
1097,aliens
1101,Navy
1103,1950s
1103,adolescence
1104,Tennessee Williams
1124,aging
1125,Clousseau
1135,military
1136,England
1136,King Arthur
1147,boxing
1147,In Netflix queue
1148,Aardman
1171,politics
1177,Italy
1178,court
1178,military
1179,crime
1183,adultery
1185,In Netflix queue
1187,disability
1188,Australia
1188,dance
1189,In Netflix queue
1189,police
1193,mental illness
1196,I am your father
1196,space
1196,space opera
1197,Inigo Montoya
1197,six-fingered man
1201,spaghetti western
1203,court
1204,Middle East
1206,brainwashing
1207,Harper Lee
1207,racism
1208,Vietnam
1209,spaghetti western
1210,darth vader
1210,luke skywalker
1210,space opera
1212,ferris wheel
1212,Venice
1212,zither
1213,Mafia
1214,aliens
1217,samurai
1219,Norman Bates
1220,Saturday Night Live
1221,Mafia
1222,Vietnam
1223,moon
1224,Shakespeare
1225,Mozart
1225,Salieri
1228,boxing
1230,New York
1231,NASA
1231,space
1233,submarine
1234,The Entertainer
1235,May-December romance
1237,chess
1237,death
1242,Civil War
1243,Shakespeare sort of
1244,black and white
1245,Mafia
1246,High School
1247,Simon and Garfunkel
1249,hit men
1250,POW
1252,incest
1253,aliens
1254,Cold
1257,skiing
1259,Stephen King
1260,serial killer
1262,POW
1263,Vietnam
1266,revenge
1267,assassination
1267,brainwashing
1269,murder
1270,time travel
1272,World War II
1276,prison
1277,In Netflix queue
1278,spoof
1280,In Netflix queue
1281,Nazis
1282,Disney
1283,gunfight
1284,Hammett
1285,high school
1288,heavy metal
1288,mockumentary
1288,music
1291,archaeology
1291,Holy Grail
1292,television
1293,India
1296,E. M. Forster
1299,Cambodia
1299,Vietnam
1301,Shakespeare sort of
1301,space
1302,baseball
1303,India
1304,crime
1307,New York
1333,birds
1343,remake
1344,lawyer
1345,high school
1345,prom
1345,Stephen King
1348,vampires
1350,demons
1353,personals ads
1354,religion
1356,Borg
1358,ex-con
1361,In Netflix queue
1363,religion
1366,Arthur Miller
1367,dogs
1367,remake
1372,Klingons
1374,Captain Kirk
1376,whales
1377,superhero
1380,high school
1381,high school
1387,Shark
1389,shark
1393,sports
1394,Coen Brothers
1396,spying
1398,Hemingway
1407,slasher
1407,spoof
1408,Hawkeye
1408,James Fennimore Cooper
1411,Shakespeare
1413,Conan
1416,Andrew Lloyd Weber
1423,In Netflix queue
1423,Vietnam
1441,mental illness
1446,In Netflix queue
1449,mockumentary
1466,Mafia
1474,jungle
1485,lawyer
1496,Tolstoy
1500,hit men
1500,reunion
1513,reunion
1537,ballroom dance
1542,In Netflix queue
1544,dinosaurs
1545,death
1569,weddings
1573,transplants
1580,aliens
1586,military
1608,president
1610,Tom Clancy
1617,Police
1635,1970s
1643,England
1643,Queen Victoria
1645,lawyers
1650,Henry James
1653,future
1663,military
1672,In Netflix queue
1674,Amish
1680,alternate universe
1682,TV
1683,Henry James
1711,Savannah
1717,sequel
1717,slasher
1717,spoof
1719,Canada
1719,death
1721,shipwreck
1732,Coen Brothers
1735,Charles Dickens
1748,amnesia
1777,1980s
1797,In Netflix queue
1810,politics
1834,twist ending
1836,No DVD at Netflix
1893,In Netflix queue
1900,In Netflix queue
1902,generation X
1909,conspiracy
1912,heist
1913,Australia
1917,space
1921,mathematics
1931,ships
1938,alcoholism
1940,anti-Semitism
1940,Judaism
1942,Huey Long
1942,In Netflix queue
1942,Robert Penn Warren
1945,boxing
1945,coulda been a contender
1947,Gangs
1950,racism
1951,Dickens
1952,prostitution
1953,drugs
1953,police
1954,boxing
1954,sports
1955,divorce
1957,Olympics
1957,sports
1959,adultery
1959,Africa
1960,China
1961,autism
1962,rasicm
1975,Jason
1976,Jason
1977,Jason
1978,Jason
1979,Jason
1983,halloween
1984,halloween
1994,ghosts
1995,ghosts
1996,ghosts
1997,demons
2006,California
2006,Mexico
2011,time travel
2019,samurai
2020,adultery
2022,Bible
2022,Katzanzakis
2028,World War II
2054,Disney
2058,police
2059,twins
2064,General Motors
2064,Michigan
2065,In Netflix queue
2066,memory
2070,music
2071,AIDs
2071,In Netflix queue
2076,sexuality
2076,suburbia
2078,Disney
2080,Disney
2085,Disney
2097,carnival
2097,Ray Bradbury
2100,mermaid
2108,weather forecaster
2114,S.E. Hinton
2115,archaeology
2116,Tolkein
2118,Stephen King
2121,Stephen King
2122,Stephen King
2139,mice
2145,1980s
2145,high school
2167,vampires
2171,aquarium
2171,Boston
2171,personals ads
2186,murder
2187,theater
2194,Capone
2194,gangsters
2202,survival
2203,small towns
2206,paranoia
2208,train
2243,journalism
2247,Mafia
2248,In Your Eyes
2248,Lloyd Dobbler
2249,Mafia
2268,court
2268,military
2291,freaks
2295,Screwball
2300,Broadway
2302,court
2310,adolescence
2312,death penalty
2313,freaks
2324,Holocaust
2329,racism
2334,terrorism
2335,football
2336,England
2351,In Netflix queue
2355,Pixar
2357,South America
2360,In Netflix queue
2390,In Netflix queue
2391,heist
2394,Bible
2394,Moses
2396,England
2410,boxing
2411,boxing
2412,boxing
2420,martial arts
2421,martial arts
2422,martial arts
2423,christmas
2424,e-mail
2424,remake
2431,doctors
2442,In Netflix queue
2463,kidnapping
2467,religion
2470,Australia
2471,Australia
2491,food
2494,Holocaust
2494,Hungary
2502,stapler
2502,workplace
2506,disability
2517,Stephen King
2529,twist ending
2550,ghosts
2553,evil children
2554,evil children
2565,Siam
2571,alternate universe
2572,Shakespeare sort of
2581,high school
2583,southern US
2598,golfing
2600,virtual reality
2612,motherhood
2628,prequel
2628,the Force
2640,superhero
2641,superhero
2642,superhero
2648,In Netflix queue
2660,aliens
2664,1950s
2677,In Netflix queue
2692,alternate endings
2693,Star Trek
2699,spiders
2710,claims to be true
2710,video
2712,sexuality
2716,ghosts
2717,Ghosts
2719,remake
2723,superhero
2726,heist
2728,crucifixion
2728,Rome
2728,slavery
2745,Missionary
2745,Priest
2750,nostalgia
2750,radio
2761,robots
2787,Stephen King
2791,aviation
2791,spoof
2797,children
2801,gambling
2803,lawyers
2804,Christmas
2827,aliens
2863,Beatles
2871,river
2872,England
2872,King Arthur
2905,In Netflix queue
2915,prostitution
2918,High School
2919,Academy award (Best Supporting Actress)
2919,Indonesia
2919,journalism
2927,adultery
2935,gambling
2937,screwball
2940,nightclub
2941,island
2943,Vietnam
2952,gambling
2966,brothers
2966,lawn mower
2967,evil children
2968,time travel
2987,live action/animation
3000,anime
3006,tobacco
3006,true story
3007,In Netflix queue
3011,dance marathon
3028,Shakespeare
3030,samurai
3039,class
3040,camp
3044,memory
3044,music
3052,religion
3060,In Netflix queue
3071,high school
3072,New York
3077,In Netflix queue
3077,Up series
3081,Ichabod Crane
3087,christmas
3087,new york
3095,depression
3095,dust bowl
3097,remade
3098,baseball
3098,sports
3101,adultery
3108,homeless
3111,racism
3115,men in drag
3125,Graham Greene
3135,fatherhood
3147,Stephen King
3152,black-and-white
3160,L.A.
3174,Andy Kaufman
3175,spoof
3178,boxing
3181,Shakespeare
3192,In Netflix queue
3210,high school
3211,a dingo ate my baby
3211,Australia
3247,nuns
3250,In Netflix queue
3258,plastic surgery
3259,Ireland
3260,E.M. Forster
3263,basketball
3270,figure skating
3273,slasher
3273,spoof
3281,sexuality
3306,big top
3306,circus
3307,blind
3310,orphans
3317,writing
3330,adolescence
3330,sexuality
3341,remade
3360,basketball
3384,subway
3385,Peace Corp
3386,politics
3386,president
3408,scandal
3408,true story
3420,lawyers
3421,college
3421,TOGA
3424,racism
3429,aardman
3435,Insurance
3447,Pearl S Buck
3451,Hepburn and Tracy
3451,interracial marriage
3451,prejudice
3451,racism
3461,island
3462,factory
3468,pool
3469,court
3469,evolution
3469,religion
3475,class
3481,Nick Hornby
3489,Peter Pan
3498,In Netflix queue
3502,death
3504,journalism
3507,In Netflix queue
3512,transplants
3515,alternate endings
3526,families
3528,psychiatrist
3536,priest
3536,rabbi
3546,show business
3548,1920s
3549,Gambling
3552,golf
3556,1970s
3556,suicide
3559,In Netflix queue
3566,business
3566,religion
3608,Pee Wee Herman
3629,mining
3675,Christmas
3676,In Netflix queue
3683,Coen Brothers
3712,television
3723,Shakespeare
3724,Vietnam
3730,spying
3735,police
3801,court
3811,court
3816,missing children
3844,diabetes
3849,disability
3859,In Netflix queue
3859,televangelist
3877,superhero
3897,journalism
3897,music
3897,Rolling Stone
3910,blindness
3910,factory
3911,Dogs
3932,invisibility
3949,drug abuse
3951,In Netflix queue
3967,ballet
3983,family
3988,Dr. Seuss
3994,superhero
3996,china
3996,martial arts
4007,business
4012,stand-up comedy
4019,writing
4024,Edith Wharton
4025,pageant
4027,bluegrass
4029,movies
4034,based on a TV show
4046,Quakers
4077,psychopaths
4105,zombies
4113,Tennessee Williams
4117,In Netflix queue
4138,demons
4160,death penalty
4164,homeless
4164,New York
4166,reality TV
4171,Eugene O'Neill
4174,In Netflix queue
4184,Christmas
4189,Bible
4189,religion
4190,preacher
4190,religion
4191,sexuality
4204,virginity
4210,Hannibal Lecter
4210,serial killer
4211,von Bulow
4214,college
4218,In Netflix queue
4221,football
4232,spying
4246,singletons
4259,Nabokov
4263,alcoholism
4292,Union
4296,death
4306,fairy tales
4312,In Netflix queue
4316,figure skating
4326,race
4326,rasicm
4333,Strangers on a Train
4347,Holocaust
4356,In Netflix queue
4359,adultery
4361,men in drag
4370,robots
4380,accident
4396,race
4404,In Netflix queue
4447,lawyers
4448,heist
4465,rape
4476,twins
4477,circus
4489,Africa
4489,immigrants
4495,New York
4526,aliens
4537,hippies
4545,robots
4546,kidnapping
4546,remade
4558,twins
4571,time travel
4600,doctors
4621,babies
4623,baseball
4638,dinosaurs
4639,Hollywood
4639,movie business
4641,adolescence
4677,dogs
4678,television
4688,In Netflix queue
4787,prodigies
4801,family
4808,remake
4809,Nuclear disaster
4809,union
4812,NASA
4812,space
4823,wedding
4835,Loretta Lynn
4857,Judaism
4857,Tradition!
4874,aliens
4874,psychiatrist
4881,Coen Brothers
4902,ghosts
4920,psychology
4963,heist
4969,In Netflix queue
4970,nightclub
4970,singers
4973,whimsical
4979,new york
4980,time travel
4998,racism
5008,Agatha Christie
5008,court
5012,cross dressing
5012,Judaism
5015,race
