,movieId,popularidade
203,48394,81
204,300,81
205,317,81
206,1676,80
207,62,80
208,51662,80
209,2291,80
210,1247,79
211,8636,79
212,6934,79
213,3052,79
214,33493,78
215,3751,78
216,3623,77
217,1573,77
218,1625,77
219,337,77
220,46578,77
221,8874,77
222,594,77
223,2700,76
224,69122,76
225,91529,76
226,25,76
227,6333,76
228,440,76
229,1225,76
230,3175,75
231,2692,75
232,8665,75
233,2000,75
234,6016,75
235,3481,75
236,6711,74
237,1485,74
238,368,74
239,35836,74
240,3994,73
241,109487,73
242,45722,72
243,50872,72
244,3977,72
245,1201,72
246,63082,71
247,40815,71
248,6373,71
249,1079,71
250,99114,71
251,1028,71
252,3408,70
253,1407,70
254,2985,70
255,4034,70
256,474,70
257,11,70
258,235,70
259,520,69
260,89745,69
261,1278,69
262,7147,69
263,923,69
264,48,68
265,4979,68
266,1370,68
267,2054,68
268,266,68
269,3753,68
270,1380,68
271,1544,67
272,2081,67
273,2542,67
274,74458,67
275,17,67
276,36,67
277,4262,67
278,2353,67
279,163,66
280,6863,66
281,508,66
282,1288,66
283,70286,65
284,553,65
285,653,65
286,5481,65
287,56367,65
288,2194,65
289,555,65
290,48385,65
291,4246,65
292,4447,64
293,55820,64
294,4025,64
295,1035,64
296,1234,64
297,48774,64
298,786,64
299,1954,64
300,353,64
301,2710,64
302,1090,63
303,2657,63
304,5502,63
305,435,63
306,3671,62
307,7143,62
308,173,62
309,1304,62
310,3081,62
311,41566,62
312,56174,62
313,1127,62
314,158,62
315,1374,62
316,3421,62
317,8644,61
318,3527,61
319,51255,61
320,3253,61
321,3717,61
322,30793,61
323,552,61
324,5459,61
325,2321,61
326,509,61
327,2640,61
328,466,60
329,903,60
330,3471,60
331,2006,60
332,596,60
333,5299,60
334,1377,60
335,1552,59
336,1199,59
337,112852,59
338,3535,59
339,6942,59
340,1500,59
341,3033,59
342,420,59
343,68358,59
344,33679,59
345,2302,59
346,1252,59
347,6378,59
348,953,58
349,708,58
350,1230,58
351,34162,58
352,370,58
353,2167,58
354,1394,58
355,54001,58
356,6502,58
357,69844,58
358,73017,58
359,1207,58
360,5669,58
361,81845,58
362,1608,58
363,908,57
364,160,57
365,80463,57
366,2268,57
367,350,57
368,1203,57
369,2005,57
370,1276,57
371,8641,57
372,2470,57
373,2599,56
374,2529,56
375,2671,56
376,1641,56
377,2395,56
378,53125,56
379,1148,56
380,4370,56
381,1302,56
382,1777,56
383,4308,55
384,5956,55
385,2080,55
386,78499,55
387,54503,55
388,2804,55
389,4720,55
390,432,55
391,70,55
392,7,54
393,2406,54
394,59784,54
395,4816,54
396,106782,54
397,122904,54
398,2572,54
399,91500,54
400,168,54
401,784,54
402,4018,54
403,2701,53
404,673,53
405,2947,53
406,2712,53
407,2699,53
408,3489,53
409,1997,53
410,1282,53
411,172,53
412,3911,53
413,485,53
414,2078,53
415,76093,53
416,49530,53
417,71535,53
418,1466,52
419,109374,52
420,52973,52
421,1639,52
422,3,52
423,3552,52
424,30707,52
425,225,52
426,6870,52
427,45499,52
428,3160,52
429,145,51
430,1645,51
431,4776,51
432,4848,51
433,2100,51
434,1215,51
435,4239,51
436,2105,50
437,3785,50
438,116797,50
439,8464,50
440,34405,50
441,34048,50
442,33166,50
443,8361,50
444,88125,50
445,96079,50
446,333,50
447,5010,50
448,2424,50
449,910,50
450,2641,49
451,661,49
452,216,49
453,45447,49
454,2144,49
455,5991,49
456,5464,49
457,3176,49
458,4643,49
459,5,49
460,30749,48
461,186,48
462,8784,48
463,2019,48
464,1275,48
465,2694,48
466,7458,48
467,3000,48
468,745,48
469,1748,48
470,2763,48
471,1729,48
472,134130,48
473,2539,47
474,5679,47
475,783,47
476,1320,47
477,81834,47
478,899,47
479,1092,47
480,1367,47
481,2717,47
482,1921,47
483,7293,47
484,4014,47
485,77561,47
486,2001,47
487,1358,47
488,1994,47
489,122882,47
490,8529,47
491,112,46
492,44,46
493,1884,46
494,64614,46
495,802,46
496,2076,46
497,2002,46
498,5060,46
499,3752,46
500,5902,46
501,47099,46
502,54272,46
503,7254,46
504,1396,46
505,5995,46
506,4085,46
507,4369,45
508,2288,45
509,2294,45
510,920,45
511,196,45
512,1204,45
513,2023,45
514,2490,45
515,1907,45
516,1250,45
517,236,45
518,31685,45
519,1183,45
520,1722,45
521,6537,45
522,1690,45
523,1371,45
524,4718,45
525,3863,45
526,2890,45
527,4571,45
528,616,45
529,3255,45
530,4270,45
531,1266,45
532,52722,44
533,79702,44
534,151,44
535,111759,44
536,3755,44
537,3499,44
538,46976,44
539,33004,44
540,5903,44
541,849,44
542,8798,44
543,5377,44
544,913,44
545,2085,44
546,1333,44
547,37729,44
548,4975,44
549,3363,43
550,852,43
551,1376,43
552,497,43
553,3624,43
554,60684,43
555,3275,43
556,8984,43
557,3448,43
558,134853,43
559,76251,43
560,2605,43
561,1263,43
562,1262,43
563,2161,43
564,252,43
565,2455,43
566,4310,43
567,47610,43
568,2278,43
569,1876,43
570,87232,43
571,1597,43
572,2407,43
573,3868,42
574,1022,42
575,3301,42
576,431,42
577,2273,42
578,2915,42
579,1042,42
580,441,42
581,1088,42
582,1909,42
583,2724,42
584,59369,42
585,785,42
586,81591,42
587,1562,42
588,1094,42
589,1967,42
590,91658,42
591,355,42
592,3210,42
593,1372,42
594,1375,42
595,69757,42
596,261,42
597,57669,41
598,494,41
599,5810,41
600,543,41
601,2968,41
602,55247,41
603,7373,41
604,115617,41
605,1242,41
606,1285,41
607,122886,41
608,2003,41
609,4299,41
610,3418,41
611,762,41
612,45517,41
613,2087,41
614,3916,41
615,3617,41
616,6807,40
617,224,40
618,31658,40
619,529,40
620,44199,40
621,1233,40
622,2541,40
623,4223,40
624,98809,40
625,33615,40
626,471,40
627,1569,40
628,1228,40
629,2193,40
630,4367,40
631,6218,40
632,282,40
633,1674,40
634,41569,40
635,376,40
636,1032,40
637,3703,40
638,1408,39
639,59615,39
640,2248,39
641,2908,39
642,7451,39
643,1953,39
644,27773,39
645,3082,39
646,8528,39
647,1274,39
648,3174,39
649,2580,39
650,8949,39
651,4148,39
652,1129,39
653,3826,39
654,2094,39
655,6188,39
656,2746,39
657,2723,39
658,1673,39
659,61323,39
660,3300,39
661,2951,39
662,58998,39
663,6936,39
664,53996,39
665,2761,39
666,3039,39
667,40819,39
668,2289,38
669,3362,38
670,31,38
671,8972,38
672,51540,38
673,91542,38
674,2018,38
675,8533,38
676,277,38
677,44665,38
678,8950,38
679,2124,38
680,7090,38
681,3702,38
682,2420,38
683,79091,38
684,315,38
685,112552,38
686,2770,38
687,29,38
688,3967,37
689,4016,37
690,55765,37
691,1093,37
692,64957,37
693,1020,37
694,30810,37
695,58,37
696,112556,37
697,5971,37
698,832,37
699,8376,37
700,8622,37
701,5266,37
702,2021,37
703,92259,37
704,455,37
705,3034,36
706,1345,36
707,902,36
708,1059,36
709,1060,36
710,671,36
711,2948,36
712,3247,36
713,4638,36
714,6947,36
715,345,36
716,180,36
717,2231,36
718,22,36
719,2581,36
720,3108,36
721,585,36
722,44195,36
723,3510,36
724,34150,36
725,3101,36
726,119145,36
727,3409,35
728,628,35
729,193,35
730,3809,35
731,1084,35
732,7445,35
733,805,35
734,31696,35
735,2427,35
736,38061,35
737,36529,35
738,63113,35
739,914,35
740,60040,35
741,1029,35
742,30812,35
743,66097,35
744,719,35
745,256,35
746,1249,35
747,3361,35
748,170,35
749,64839,34
750,4641,34
751,969,34
752,6708,34
753,64969,34
754,39183,34
755,85414,34
756,86332,34
757,1663,34
758,5254,34
759,2140,34
760,3882,34
761,54259,34
762,362,34
763,8807,34
764,1287,34
765,44555,34
766,1261,34
767,60,34
768,524,34
769,4344,34
770,6287,34
771,45720,34
772,327,34
773,1947,34
774,4734,34
775,69481,34
776,1172,34
777,3698,34
778,3681,33
779,1272,33
780,2300,33
781,637,33
782,1047,33
783,8957,33
784,265,33
785,1244,33
786,5388,33
787,4874,33
788,6534,33
789,6754,33
790,2393,33
791,4015,33
792,3988,33
793,61132,33
794,5673,33
795,2949,33
796,53322,33
797,30825,33
798,1918,33
799,3396,33
800,610,33
801,837,33
802,342,33
803,3555,33
804,2145,33
805,1882,33
806,72011,32
807,96610,32
808,6157,32
809,5064,32
810,104841,32
811,6541,32
812,2944,32
813,1644,32
814,102125,32
815,45,32
816,3285,32
817,3257,32
818,152081,32
819,8917,32
820,4361,32
821,8970,32
822,303,32
823,1911,32
824,53972,32
825,88129,32
826,6281,32
827,1912,32
828,2160,32
829,68237,32
830,88140,32
831,1717,31
832,4890,31
833,61024,31
834,5630,31
835,1747,31
836,4701,31
837,110102,31
838,108932,31
839,135,31
840,1805,31
841,1405,31
842,3386,31
843,65,31
844,1566,31
845,1587,31
846,3256,31
847,88163,31
848,139385,31
849,4446,31
850,97938,31
851,34319,31
852,272,31
853,72641,31
854,2953,31
855,46723,31
856,4321,31
857,724,31
858,2064,31
859,3006,31
860,84152,30
861,7022,30
862,111362,30
863,5219,30
864,204,30
865,95167,30
866,2058,30
867,1271,30
868,915,30
869,56757,30
870,2871,30
871,2423,30
872,38038,30
873,1479,30
874,2403,30
875,97921,30
876,1267,30
877,2501,30
878,348,30
879,95510,30
880,1373,30
881,838,30
882,898,29
883,2384,29
884,2411,29
885,2421,29
886,5444,29
887,1513,29
888,60074,29
889,106696,29
890,3273,29
891,3745,29
892,647,29
893,115149,29
894,3825,29
895,1339,29
896,2485,29
897,1831,29
898,2722,29
899,1061,29
900,3168,29
901,94959,29
902,6155,29
903,246,29
904,1269,29
905,3450,29
906,743,29
907,5620,28
908,82459,28
909,4019,28
910,56782,28
911,46970,28
912,273,28
913,2335,28
914,968,28
915,1223,28
916,2788,28
917,3186,28
918,1027,28
919,2243,28
920,1077,28
921,115713,28
922,4232,28
923,45186,28
924,97304,28
925,1299,28
926,2150,28
927,198,28
928,74789,28
929,24,28
930,60756,28
931,3740,28
932,52,28
933,3269,27
934,720,27
935,4343,27
936,122918,27
937,3252,27
938,4700,27
939,3254,27
940,57368,27
941,922,27
942,1499,27
943,741,27
944,1982,27
945,122900,27
946,122892,27
947,4901,27
948,2232,27
949,6503,27
950,40629,27
951,2431,27
952,909,27
953,5872,27
954,1021,27
955,80549,27
956,37733,27
957,1257,27
958,1293,27
959,94864,27
960,8873,27
961,3072,27
962,88744,27
963,1347,27
964,880,27
965,52281,27
966,1120,27
967,3424,27
968,2109,27
969,1179,27
970,5013,27
971,166528,27
972,102445,27
973,3968,27
974,6787,27
975,4002,27
976,1614,26
977,5574,26
978,2359,26
979,164179,26
980,2082,26
981,112183,26
982,89492,26
983,1960,26
984,3969,26
985,107,26
986,1591,26
987,2616,26
988,3148,26
989,413,26
990,1476,26
991,3476,26
992,1235,26
993,93510,26
994,148626,26
995,2409,26
996,3638,26
997,3264,26
998,8783,26
999,6957,26
1000,106487,26
1001,916,26
1002,3869,26
1003,2795,26
1004,2826,26
1005,5945,26
1006,2478,26
1007,4388,26
1008,4128,26
1009,68319,26
1010,3556,26
1011,53519,26
1012,1343,25
1013,3608,25
1014,2598,25
1015,3798,25
1016,2366,25
1017,4823,25
1018,27706,25
1019,8983,25
1020,1378,25
1021,3438,25
1022,51935,25
1023,2186,25
1024,374,25
1025,1086,25
1026,86882,25
1027,2020,25
1028,3534,25
1029,475,25
1030,1590,25
1031,168252,25
1032,2986,25
1033,1801,25
1034,67255,25
1035,2352,25
1036,3462,25
1037,1253,25
1038,106489,25
1039,2872,25
1040,5617,25
1041,6953,25
1042,46530,25
1043,1025,25
1044,54997,25
1045,53953,25
1046,1680,25
1047,3005,25
1048,2394,25
1049,106920,25
1050,2371,24
1051,81847,24
1052,3098,24
1053,56775,24
1054,926,24
1055,2993,24
1056,1438,24
1057,531,24
1058,87869,24
1059,86880,24
1060,1711,24
1061,515,24
1062,7173,24
1063,1449,24
1064,2410,24
1065,1357,24
1066,215,24
1067,2369,24
1068,5507,24
1069,230,24
1070,5110,24
1071,5103,24
1072,1037,24
1073,4489,24
1074,1031,24
1075,6593,24
1076,1385,24
1077,66934,24
1078,3704,24
1079,2046,24
1080,1212,24
1081,1883,24
1082,1125,24
1083,6350,24
1084,3037,24
1085,3979,24
1086,49286,24
1087,2687,24
1088,1945,24
1089,2528,24
1090,2108,24
1091,7454,24
1092,2471,24
1093,3087,24
1094,307,24
1095,4023,23
1096,1186,23
1097,933,23
1098,81932,23
1099,1256,23
1100,7323,23
1101,1409,23
1102,4235,23
1103,799,23
1104,8371,23
1105,105,23
1106,1321,23
1107,866,23
1108,1962,23
1109,117529,23
1110,116823,23
1111,1298,23
1112,3827,23
1113,4161,23
1114,44022,23
1115,2336,23
1116,3107,23
1117,2052,23
1118,2428,23
1119,2496,23
1120,45672,23
1121,46972,23
1122,2840,23
1123,562,23
1124,37741,23
1125,2805,23
1126,1792,23
1127,2991,23
1128,1779,23
1129,101,23
1130,7099,23
1131,102903,22
1132,1586,22
1133,3317,22
1134,2134,22
1135,237,22
1136,5283,22
1137,2600,22
1138,203,22
1139,468,22
1140,60072,22
1141,1350,22
1142,2096,22
1143,1952,22
1144,1958,22
1145,6323,22
1146,2642,22
1147,276,22
1148,97913,22
1149,1188,22
1150,91630,22
1151,2245,22
1152,3360,22
1153,227,22
1154,54995,22
1155,27904,22
1156,2707,22
1157,5171,22
1158,122922,22
1159,5313,22
1160,5954,22
1161,4105,22
1162,4069,22
1163,93840,22
1164,748,22
1165,1231,22
1166,80489,22
1167,3504,22
1168,63992,22
1169,5449,22
1170,103042,22
1171,3100,22
1172,3104,22
1173,3105,22
1174,6773,22
1175,2378,22
1176,122920,22
1177,3263,22
1178,2391,22
1179,3984,21
1180,84954,21
1181,707,21
1182,247,21
1183,2375,21
1184,2376,21
1185,105504,21
1186,106072,21
1187,1965,21
1188,2013,21
1189,95441,21
1190,3536,21
1191,3070,21
1192,2067,21
1193,8910,21
1194,5225,21
1195,7444,21
1196,546,21
1197,1175,21
1198,72378,21
1199,2125,21
1200,2137,21
1201,2139,21
1202,207,21
1203,88810,21
1204,6979,21
1205,37386,21
1206,383,21
1207,371,21
1208,372,21
1209,2720,21
1210,830,21
1211,3697,21
1212,379,21
1213,7325,21
1214,53000,21
1215,53121,21
1216,41997,21
1217,87306,21
1218,2989,21
1219,519,21
1220,107406,21
1221,86833,21
1222,1049,21
1223,62434,21
1224,55269,21
1225,1091,21
1226,79592,21
1227,3354,21
1228,2405,21
1229,262,21
1230,2010,21
1231,4247,21
1232,104211,21
1233,3298,21
1234,34437,21
1235,4007,20
1236,3986,20
1237,48738,20
1238,1688,20
1239,1616,20
1240,55290,20
1241,308,20
1242,1033,20
1243,2990,20
1244,106918,20
1245,31410,20
1246,419,20
1247,2253,20
1248,39292,20
1249,63131,20
1250,1588,20
1251,5881,20
1252,6283,20
1253,1292,20
1254,6888,20
1255,69,20
1256,18,20
1257,8969,20
1258,69526,20
1259,49278,20
1260,7387,20
1261,102407,20
1262,2133,20
1263,4980,20
1264,81229,20
1265,1015,20
1266,930,20
1267,4958,20
1268,319,20
1269,96588,20
1270,4448,20
1271,4545,20
1272,81564,20
1273,175,20
1274,3910,20
1275,1245,20
1276,7346,20
1277,1104,20
1278,7371,20
1279,88405,20
1280,36401,20
1281,56949,20
1282,27660,20
1283,1429,20
1284,2053,20
1285,101864,20
1286,4623,20
1287,53464,20
1288,96821,20
1289,1297,20
1290,6297,20
1291,122916,20
1292,4855,20
1293,6873,20
1294,4865,20
1295,737,20
1296,2340,20
1297,8958,19
1298,12,19
1299,5528,19
1300,2009,19
1301,32031,19
1302,1283,19
1303,82461,19
1304,761,19
1305,6156,19
1306,2686,19
1307,4366,19
1308,112138,19
1309,97752,19
1310,1381,19
1311,1224,19
1312,4084,19
1313,1556,19
1314,4873,19
1315,142488,19
1316,5782,19
1317,3328,19
1318,2792,19
1319,3683,19
1320,2402,19
1321,3593,19
1322,55118,19
1323,48304,19
1324,3744,19
1325,103335,19
1326,3893,19
1327,1693,19
1328,103249,19
1329,481,19
1330,89864,19
1331,3861,19
1332,2083,19
1333,2881,19
1334,3157,19
1335,800,19
1336,5308,19
1337,765,19
1338,1100,19
1339,6383,19
1340,5957,19
1341,338,19
1342,31878,19
1343,27611,19
1344,5944,19
1345,2567,19
1346,3083,19
1347,27831,19
1348,5943,19
1349,2863,19
1350,1441,19
1351,57640,18
1352,83134,18
1353,34072,18
1354,2338,18
1355,58803,18
1356,533,18
1357,108190,18
1358,428,18
1359,516,18
1360,6620,18
1361,63859,18
1362,514,18
1363,954,18
1364,2973,18
1365,540,18
1366,955,18
1367,2413,18
1368,5463,18
1369,2841,18
1370,1687,18
1371,91535,18
1372,58025,18
1373,94777,18
1374,249,18
1375,128360,18
1376,47997,18
1377,3173,18
1378,6565,18
1379,4621,18
1380,2467,18
1381,4639,18
1382,56171,18
1383,8865,18
1384,103341,18
1385,194,18
1386,90866,18
1387,115569,18
1388,5015,18
1389,2530,18
1390,138036,18
1391,3639,18
1392,3635,18
1393,928,18
1394,2505,18
1395,3452,18
1396,5152,18
1397,5151,18
1398,72226,18
1399,6796,18
1400,3468,18
1401,2141,18
1402,4728,18
1403,2088,18
1404,1920,18
1405,5291,18
1406,1359,18
1407,81562,18
1408,1209,18
1409,2527,18
1410,118696,18
1411,176371,18
1412,14,18
1413,68791,18
1414,2110,18
1415,1237,18
1416,3479,18
1417,3508,18
1418,3267,18
1419,3271,17
1420,6879,17
1421,234,17
1422,94677,17
1423,1248,17
1424,84944,17
1425,2313,17
1426,33162,17
1427,79,17
1428,117176,17
1429,50068,17
1430,68554,17
1431,4238,17
1432,181,17
1433,351,17
1434,111781,17
1435,112290,17
1436,52245,17
1437,4992,17
1438,1171,17
1439,1019,17
1440,1635,17
1441,61240,17
1442,3435,17
1443,6059,17
1444,8228,17
1445,5014,17
1446,2072,17
1447,26662,17
1448,3146,17
1449,836,17
1450,67087,17
1451,3020,17
1452,1388,17
1453,1835,17
1454,361,17
1455,3646,17
1456,3633,17
1457,78469,17
1458,8914,17
1459,239,17
1460,3735,17
1461,3730,17
1462,1303,17
1463,136020,17
1464,6548,17
1465,7163,17
1466,6764,17
1467,56152,17
1468,7004,17
1469,6618,17
1470,41285,17
1471,87222,17
1472,162,17
1473,6564,17
1474,8810,17
1475,1296,17
1476,71264,17
1477,106100,17
1478,477,17
1479,58293,17
1480,79695,17
1481,7149,17
1482,1464,17
1483,7160,17
1484,4881,17
1485,2412,17
1486,5419,17
1487,5400,17
1488,55276,17
1489,40278,17
1490,33660,17
1491,2398,17
1492,5785,17
1493,2808,17
1494,491,17
1495,248,17
1496,267,17
1497,2311,17
1498,88,16
1499,23,16
1500,1254,16
1501,4327,16
1502,2318,16
1503,1243,16
1504,1974,16
1505,122926,16
1506,3791,16
1507,3089,16
1508,1894,16
1509,306,16
1510,69406,16
1511,114180,16
1512,314,16
1513,2643,16
1514,1227,16
1515,134368,16
1516,3763,16
1517,4351,16
1518,69951,16
1519,1348,16
1520,222,16
1521,2114,16
1522,575,16
1523,1892,16
1524,2735,16
1525,3821,16
1526,5690,16
1527,2819,16
1528,5791,16
1529,36519,16
1530,1719,16
1531,122,16
1532,140,16
1533,103141,16
1534,6659,16
1535,532,16
1536,4499,16
1537,3178,16
1538,40583,16
1539,2450,16
1540,1753,16
1541,6586,16
1542,1431,16
1543,1411,16
1544,7360,16
1545,42738,16
1546,382,16
1547,111659,16
1548,8981,16
1549,2146,16
1550,136864,16
1551,73321,16
1552,1702,16
1553,415,16
1554,106916,16
1555,4054,16
1556,2416,16
1557,1665,16
1558,1589,16
1559,3972,16
1560,103253,16
1561,2387,16
1562,4039,16
1563,2942,16
1564,60950,16
1565,104879,16
1566,60126,16
1567,103772,16
1568,2301,16
1569,9,16
1570,105844,16
1571,106002,16
1572,2468,15
1573,2447,15
1574,135569,15
1575,135887,15
1576,3526,15
1577,1327,15
1578,6003,15
1579,5025,15
1580,1217,15
1581,2533,15
1582,3246,15
1583,3243,15
1584,97306,15
1585,2126,15
1586,1845,15
1587,3836,15
1588,2702,15
1589,2688,15
1590,2004,15
1591,3113,15
1592,112175,15
1593,1895,15
1594,2118,15
1595,2123,15
1596,3159,15
1597,114662,15
1598,112623,15
1599,2116,15
1600,2606,15
1601,2059,15
1602,1959,15
1603,3060,15
1604,8638,15
1605,168250,15
1606,41,15
1607,5541,15
1608,1281,15
1609,1260,15
1610,714,15
1611,46,15
1612,3978,15
1613,3507,15
1614,84772,15
1615,20,15
1616,76,15
1617,104374,15
1618,79293,15
1619,147,15
1620,3258,15
1621,3917,15
1622,86,15
1623,59900,15
1624,1515,15
1625,502,15
1626,1030,15
1627,535,15
1628,3355,15
1629,3591,15
1630,3398,15
1631,3668,15
1632,1057,15
1633,1754,15
1634,3686,15
1635,412,15
1636,158238,15
1637,86911,15
1638,52975,15
1639,7347,15
1640,1095,15
1641,76077,15
1642,7317,15
1643,1103,15
1644,5992,15
1645,3156,15
1646,67734,15
1647,839,15
1648,1488,15
1649,2794,15
1650,6296,14
1651,8366,14
1652,122924,14
1653,47518,14
1654,3980,14
1655,84374,14
1656,218,14
1657,5066,14
1658,1284,14
1659,2367,14
1660,951,14
1661,257,14
1662,281,14
1663,1251,14
1664,96737,14
1665,48043,14
1666,71530,14
1667,290,14
1668,45431,14
1669,71057,14
1670,135143,14
1671,6440,14
1672,8861,14
1673,46965,14
1674,47200,14
1675,232,14
1676,3440,14
1677,2060,14
1678,45666,14
1679,90405,14
1680,52328,14
1681,4144,14
1682,2136,14
1683,98961,14
1684,7439,14
1685,99007,14
1686,51086,14
1687,51412,14
1688,3441,14
1689,3543,14
1690,4974,14
1691,2117,14
1692,102123,14
1693,69644,14
1694,1344,14
1695,49651,14
1696,5026,14
1697,609,14
1698,6385,14
1699,1955,14
1700,4558,14
1701,4378,14
1702,542,14
1703,26776,14
1704,905,14
1705,111360,14
1706,8985,14
1707,7367,14
1708,65230,14
1709,1769,14
1710,159,14
1711,6595,14
1712,6755,14
1713,2966,14
1714,2995,14
1715,6709,14
1716,2463,14
1717,164,14
1718,53894,14
1719,3016,14
1720,5878,14
1721,3198,14
1722,4041,14
1723,56145,14
1724,534,14
1725,2422,14
1726,4887,14
1727,2857,14
1728,2950,14
1729,100,14
1730,152077,14
1731,492,14
1732,1619,14
1733,60397,14
1734,3248,14
1735,2912,14
1736,58047,14
1737,2901,14
1738,3615,14
1739,103228,14
1740,81,14
1741,4017,14
1742,2297,14
1743,3999,14
1744,15,13
1745,174055,13
1746,177765,13
1747,3981,13
1748,1603,13
1749,55052,13
1750,7156,13
1751,2803,13
1752,2802,13
1753,59022,13
1754,58295,13
1755,6857,13
1756,3852,13
1757,143355,13
1758,33836,13
1759,1537,13
1760,1518,13
1761,7265,13
1762,62999,13
1763,62849,13
1764,1799,13
1765,7318,13
1766,2779,13
1767,4254,13
1768,4214,13
1769,176,13
1770,37384,13
1771,36517,13
1772,140110,13
1773,6550,13
1774,1833,13
1775,2728,13
1776,53993,13
1777,3030,13
1778,3044,13
1779,6331,13
1780,2719,13
1781,1301,13
1782,4467,13
1783,115210,13
1784,280,13
1785,122912,13
1786,1211,13
1787,1135,13
1788,2664,13
1789,7482,13
1790,1124,13
1791,78105,13
1792,77455,13
1793,76175,13
1794,1064,13
1795,3219,13
1796,3213,13
1797,111364,13
1798,3701,13
1799,3699,13
1800,39446,13
1801,1957,13
1802,996,13
1803,1023,13
1804,8640,13
1805,47629,13
1806,986,13
1807,3316,13
1808,3307,13
1809,911,13
1810,45950,13
1811,45880,13
1812,892,13
1813,45728,13
1814,4679,13
1815,4677,13
1816,2459,13
1817,2454,13
1818,417,13
1819,3439,13
1820,8907,13
1821,2065,13
1822,3461,13
1823,3483,13
1824,3477,13
1825,2090,13
1826,5072,13
1827,5065,13
1828,3551,13
1829,2143,13
1830,43928,13
1831,4967,13
1832,507,13
1833,3654,13
1834,2474,13
1835,26,13
1836,6993,13
1837,56587,13
1838,6944,13
1839,1726,13
1840,1620,13
1841,157296,13
1842,4040,13
1843,4033,13
1844,4020,13
1845,2334,13
1846,2325,13
1847,73,13
1848,4008,13
1849,188,12
1850,4121,12
1851,144,12
1852,2312,12
1853,34520,12
1854,2379,12
1855,2952,12
1856,54999,12
1857,54881,12
1858,3564,12
1859,538,12
1860,537,12
1861,4876,12
1862,490,12
1863,3618,12
1864,2476,12
1865,7162,12
1866,6753,12
1867,1459,12
1868,1457,12
1869,1772,12
1870,663,12
1871,98243,12
1872,99112,12
1873,6552,12
1874,233,12
1875,3812,12
1876,135536,12
1877,36708,12
1878,2404,12
1879,2247,12
1880,1416,12
1881,1848,12
1882,1885,12
1883,2731,12
1884,70293,12
1885,70183,12
1886,52604,12
1887,810,12
1888,5267,12
1889,45081,12
1890,44974,12
1891,44972,12
1892,44761,12
1893,2532,12
1894,5135,12
1895,2713,12
1896,2739,12
1897,332,12
1898,119141,12
1899,2583,12
1900,493,12
1901,445,12
1902,427,12
1903,27801,12
1904,89470,12
1905,90746,12
1906,3088,12
1907,1277,12
1908,71745,12
1909,1916,12
1910,51077,12
1911,1178,12
1912,72737,12
1913,49649,12
1914,2672,12
