Unnamed: 0,movieId,popularidade,title,genres
172,21,89,Get Shorty (1995),Comedy|Crime|Thriller
173,2012,88,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
174,2324,88,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
175,19,88,Ace Ventura: When Nature Calls (1995),Comedy
176,2916,88,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
177,68157,88,Inglourious Basterds (2009),Action|Drama|War
178,2617,87,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
179,2011,87,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
180,2791,87,Airplane! (1980),Comedy
181,5618,87,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
182,1653,86,Gattaca (1997),Drama|Sci-Fi|Thriller
183,141,86,"Birdcage, The (1996)",Comedy
184,1246,86,Dead Poets Society (1989),Drama
185,1391,86,Mars Attacks! (1996),Action|Comedy|Sci-Fi
186,1307,85,When Harry Met Sally... (1989),Comedy|Romance
187,1393,85,Jerry Maguire (1996),Drama|Romance
188,5218,85,Ice Age (2002),Adventure|Animation|Children|Comedy
189,904,84,Rear Window (1954),Mystery|Thriller
190,95,84,Broken Arrow (1996),Action|Adventure|Thriller
191,410,84,Addams Family Values (1993),Children|Comedy|Fantasy
192,1220,84,"Blues Brothers, The (1980)",Action|Comedy|Musical
193,32587,84,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
194,1219,83,Psycho (1960),Crime|Horror
195,3897,83,Almost Famous (2000),Drama
196,1101,83,Top Gun (1986),Action|Romance
197,788,82,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
198,16,82,Casino (1995),Crime|Drama
199,1584,82,Contact (1997),Drama|Sci-Fi
200,49272,81,Casino Royale (2006),Action|Adventure|Thriller
201,54286,81,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
202,442,81,Demolition Man (1993),Action|Adventure|Sci-Fi
203,48394,81,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
204,300,81,Quiz Show (1994),Drama
205,317,81,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
206,1676,80,Starship Troopers (1997),Action|Sci-Fi
207,62,80,Mr. Holland's Opus (1995),Drama
208,51662,80,300 (2007),Action|Fantasy|War|IMAX
209,2291,80,Edward Scissorhands (1990),Drama|Fantasy|Romance
210,1247,79,"Graduate, The (1967)",Comedy|Drama|Romance
211,8636,79,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
212,6934,79,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
213,3052,79,Dogma (1999),Adventure|Comedy|Fantasy
214,33493,78,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
215,3751,78,Chicken Run (2000),Animation|Children|Comedy
216,3623,77,Mission: Impossible II (2000),Action|Adventure|Thriller
217,1573,77,Face/Off (1997),Action|Crime|Drama|Thriller
218,1625,77,"Game, The (1997)",Drama|Mystery|Thriller
219,337,77,What's Eating Gilbert Grape (1993),Drama
220,46578,77,Little Miss Sunshine (2006),Adventure|Comedy|Drama
221,8874,77,Shaun of the Dead (2004),Comedy|Horror
222,594,77,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
223,2700,76,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
224,69122,76,"Hangover, The (2009)",Comedy|Crime
225,91529,76,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
226,25,76,Leaving Las Vegas (1995),Drama|Romance
227,6333,76,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
228,440,76,Dave (1993),Comedy|Romance
229,1225,76,Amadeus (1984),Drama
230,3175,75,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
231,2692,75,Run Lola Run (Lola rennt) (1998),Action|Crime
232,8665,75,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
233,2000,75,Lethal Weapon (1987),Action|Comedy|Crime|Drama
234,6016,75,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
235,3481,75,High Fidelity (2000),Comedy|Drama|Romance
236,6711,74,Lost in Translation (2003),Comedy|Drama|Romance
237,1485,74,Liar Liar (1997),Comedy
238,368,74,Maverick (1994),Adventure|Comedy|Western
239,35836,74,"40-Year-Old Virgin, The (2005)",Comedy|Romance
240,3994,73,Unbreakable (2000),Drama|Sci-Fi
241,109487,73,Interstellar (2014),Sci-Fi|IMAX
242,45722,72,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
243,50872,72,Ratatouille (2007),Animation|Children|Drama
244,3977,72,Charlie's Angels (2000),Action|Comedy
245,1201,72,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
246,63082,71,Slumdog Millionaire (2008),Crime|Drama|Romance
247,40815,71,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
248,6373,71,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
249,1079,71,"Fish Called Wanda, A (1988)",Comedy|Crime
250,99114,71,Django Unchained (2012),Action|Drama|Western
251,1028,71,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
252,3408,70,Erin Brockovich (2000),Drama
253,1407,70,Scream (1996),Comedy|Horror|Mystery|Thriller
254,2985,70,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
255,4034,70,Traffic (2000),Crime|Drama|Thriller
256,474,70,In the Line of Fire (1993),Action|Thriller
257,11,70,"American President, The (1995)",Comedy|Drama|Romance
258,235,70,Ed Wood (1994),Comedy|Drama
259,520,69,Robin Hood: Men in Tights (1993),Comedy
260,89745,69,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX
261,1278,69,Young Frankenstein (1974),Comedy|Fantasy
262,7147,69,Big Fish (2003),Drama|Fantasy|Romance
263,923,69,Citizen Kane (1941),Drama|Mystery
264,48,68,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
265,4979,68,"Royal Tenenbaums, The (2001)",Comedy|Drama
266,1370,68,Die Hard 2 (1990),Action|Adventure|Thriller
267,2054,68,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
268,266,68,Legends of the Fall (1994),Drama|Romance|War|Western
269,3753,68,"Patriot, The (2000)",Action|Drama|War
270,1380,68,Grease (1978),Comedy|Musical|Romance
271,1544,67,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
272,2081,67,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
273,2542,67,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
274,74458,67,Shutter Island (2010),Drama|Mystery|Thriller
275,17,67,Sense and Sensibility (1995),Drama|Romance
276,36,67,Dead Man Walking (1995),Crime|Drama
277,4262,67,Scarface (1983),Action|Crime|Drama
278,2353,67,Enemy of the State (1998),Action|Thriller
279,163,66,Desperado (1995),Action|Romance|Western
280,6863,66,School of Rock (2003),Comedy|Musical
281,508,66,Philadelphia (1993),Drama
282,1288,66,This Is Spinal Tap (1984),Comedy
283,70286,65,District 9 (2009),Mystery|Sci-Fi|Thriller
284,553,65,Tombstone (1993),Action|Drama|Western
285,653,65,Dragonheart (1996),Action|Adventure|Fantasy
286,5481,65,Austin Powers in Goldmember (2002),Comedy
287,56367,65,Juno (2007),Comedy|Drama|Romance
288,2194,65,"Untouchables, The (1987)",Action|Crime|Drama
289,555,65,True Romance (1993),Crime|Thriller
290,48385,65,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
291,4246,65,Bridget Jones's Diary (2001),Comedy|Drama|Romance
292,4447,64,Legally Blonde (2001),Comedy|Romance
293,55820,64,No Country for Old Men (2007),Crime|Drama
294,4025,64,Miss Congeniality (2000),Comedy|Crime
295,1035,64,"Sound of Music, The (1965)",Musical|Romance
296,1234,64,"Sting, The (1973)",Comedy|Crime
297,48774,64,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
298,786,64,Eraser (1996),Action|Drama|Thriller
299,1954,64,Rocky (1976),Drama
300,353,64,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
301,2710,64,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
302,1090,63,Platoon (1986),Drama|War
303,2657,63,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
304,5502,63,Signs (2002),Horror|Sci-Fi|Thriller
305,435,63,Coneheads (1993),Comedy|Sci-Fi
306,3671,62,Blazing Saddles (1974),Comedy|Western
307,7143,62,"Last Samurai, The (2003)",Action|Adventure|Drama|War
308,173,62,Judge Dredd (1995),Action|Crime|Sci-Fi
309,1304,62,Butch Cassidy and the Sundance Kid (1969),Action|Western
310,3081,62,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
311,41566,62,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy
312,56174,62,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX
313,1127,62,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
314,158,62,Casper (1995),Adventure|Children
315,1374,62,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
316,3421,62,Animal House (1978),Comedy
317,8644,61,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller
318,3527,61,Predator (1987),Action|Sci-Fi|Thriller
319,51255,61,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
320,3253,61,Wayne's World (1992),Comedy
321,3717,61,Gone in 60 Seconds (2000),Action|Crime
322,30793,61,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
323,552,61,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
324,5459,61,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
325,2321,61,Pleasantville (1998),Comedy|Drama|Fantasy
326,509,61,"Piano, The (1993)",Drama|Romance
327,2640,61,Superman (1978),Action|Adventure|Sci-Fi
328,466,60,Hot Shots! Part Deux (1993),Action|Comedy|War
329,903,60,Vertigo (1958),Drama|Mystery|Romance|Thriller
330,3471,60,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
331,2006,60,"Mask of Zorro, The (1998)",Action|Comedy|Romance
332,596,60,Pinocchio (1940),Animation|Children|Fantasy|Musical
333,5299,60,My Big Fat Greek Wedding (2002),Comedy|Romance
334,1377,60,Batman Returns (1992),Action|Crime
335,1552,59,Con Air (1997),Action|Adventure|Thriller
336,1199,59,Brazil (1985),Fantasy|Sci-Fi
337,112852,59,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
338,3535,59,American Psycho (2000),Crime|Horror|Mystery|Thriller
339,6942,59,Love Actually (2003),Comedy|Drama|Romance
340,1500,59,Grosse Pointe Blank (1997),Comedy|Crime|Romance
341,3033,59,Spaceballs (1987),Comedy|Sci-Fi
342,420,59,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
343,68358,59,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX
344,33679,59,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
345,2302,59,My Cousin Vinny (1992),Comedy
346,1252,59,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
347,6378,59,"Italian Job, The (2003)",Action|Crime
348,953,58,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
349,708,58,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
350,1230,58,Annie Hall (1977),Comedy|Romance
351,34162,58,Wedding Crashers (2005),Comedy|Romance
352,370,58,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
353,2167,58,Blade (1998),Action|Horror|Thriller
354,1394,58,Raising Arizona (1987),Comedy
355,54001,58,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX
356,6502,58,28 Days Later (2002),Action|Horror|Sci-Fi
357,69844,58,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX
358,73017,58,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller
359,1207,58,To Kill a Mockingbird (1962),Drama
360,5669,58,Bowling for Columbine (2002),Documentary
361,81845,58,"King's Speech, The (2010)",Drama
362,1608,58,Air Force One (1997),Action|Thriller
363,908,57,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
364,160,57,Congo (1995),Action|Adventure|Mystery|Sci-Fi
365,80463,57,"Social Network, The (2010)",Drama
366,2268,57,"Few Good Men, A (1992)",Crime|Drama|Thriller
367,350,57,"Client, The (1994)",Drama|Mystery|Thriller
368,1203,57,12 Angry Men (1957),Drama
369,2005,57,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
370,1276,57,Cool Hand Luke (1967),Drama
371,8641,57,Anchorman: The Legend of Ron Burgundy (2004),Comedy
372,2470,57,Crocodile Dundee (1986),Adventure|Comedy
373,2599,56,Election (1999),Comedy
374,2529,56,Planet of the Apes (1968),Action|Drama|Sci-Fi
375,2671,56,Notting Hill (1999),Comedy|Romance
376,1641,56,"Full Monty, The (1997)",Comedy|Drama
377,2395,56,Rushmore (1998),Comedy|Drama
378,53125,56,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy
379,1148,56,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
380,4370,56,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
381,1302,56,Field of Dreams (1989),Children|Drama|Fantasy
382,1777,56,"Wedding Singer, The (1998)",Comedy|Romance
383,4308,55,Moulin Rouge (2001),Drama|Musical|Romance
384,5956,55,Gangs of New York (2002),Crime|Drama
385,2080,55,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
386,78499,55,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
387,54503,55,Superbad (2007),Comedy
388,2804,55,"Christmas Story, A (1983)",Children|Comedy
389,4720,55,"Others, The (2001)",Drama|Horror|Mystery|Thriller
390,432,55,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
391,70,55,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
392,7,54,Sabrina (1995),Comedy|Romance
393,2406,54,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
394,59784,54,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX
395,4816,54,Zoolander (2001),Comedy
396,106782,54,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
397,122904,54,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi
398,2572,54,10 Things I Hate About You (1999),Comedy|Romance
399,91500,54,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller
400,168,54,First Knight (1995),Action|Drama|Romance
401,784,54,"Cable Guy, The (1996)",Comedy|Thriller
402,4018,54,What Women Want (2000),Comedy|Romance
403,2701,53,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
404,673,53,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
405,2947,53,Goldfinger (1964),Action|Adventure|Thriller
406,2712,53,Eyes Wide Shut (1999),Drama|Mystery|Thriller
407,2699,53,Arachnophobia (1990),Comedy|Horror
408,3489,53,Hook (1991),Adventure|Comedy|Fantasy
409,1997,53,"Exorcist, The (1973)",Horror|Mystery
410,1282,53,Fantasia (1940),Animation|Children|Fantasy|Musical
411,172,53,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
412,3911,53,Best in Show (2000),Comedy
413,485,53,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
414,2078,53,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
